RET_M1,CUSTOMER_ID,MES_BGI,MES_CLIENTE,YEAR_BGI,YEAR_CLIENTE,MES_COSECHA,YEAR_COSECHA,CLTE_COSECHA,ORD_ORDENES_TOTALES,ORD_ORDENES_COMPLETADAS,ORD_ORDENES_COMPLETADAS_A_TIEMPO,ORD_ORDENES_COMPLETADAS_CON_RETRASO,ORD_ORDENES_CANCELADAS,ORD_ORDENES_OTROS,MNT_TOTAL_GMV,MNT_TOTAL_DESCUENTO,MNT_TOTAL_COSTO_ENVIO,MNT_TOTAL_COSTO_SERVICIO,MNT_TOTAL_PROPINA,MNT_PROM_GMV,MNT_PROM_DESCUENTO,MNT_PROM_COSTO_ENVIO,MNT_PROM_PROM_SERVICIO,MNT_PROM_PROPINA,MDP_TOT_ORDENES_CASH,MDP_TOT_ORDENES_TDC,MDP_TOT_ORDENES_PAGO_DIGITAL,MDP_TOT_ORDENES_PAGO_DIGITAL_RAPPI,MDP_TOT_TARJETA_DEBITO,MDP_TOT_TDC_NACIONAL,MDP_TOT_TDC_INTERNACIONAL,EXP_TIEMPO_ESPERA_EFECTIVO_M,EXP_TIEMPO_ESPERA_PROMETIDO_M,EXP_KPI_TIEMPO_ESPERA,EXP_ORDEN_CON_RECLAMO,EXP_ORDEN_SIN_RECLAMO,EXP_ORDENES_WEB,EXP_ORDENES_ANDROID,EXP_ORDENES_IOS
0,1213021621,12,11,2021,2021,11,2021,1,2,0,0,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,217,NULL,0,2,0,2,0
0,1213081662,11,10,2021,2021,10,2021,1,1,1,1,0,0,0,20080,5100,5100,2000,0,20080,5100,5100,2000,0,0,1,0,0,0,0,1,38,38,1,0,1,0,1,0
0,1213088659,11,10,2021,2021,10,2021,1,1,1,1,0,0,0,79424,0,7500,3401,2000,79424,0,7500,3401,2000,0,1,0,0,0,0,1,163,209,0.7799043062,0,1,1,0,0
0,1213093190,12,11,2021,2021,11,2021,1,1,1,1,0,0,0,37890,0,8500,4466,2000,37890,0,8500,4466,2000,1,0,0,0,0,0,0,26,100,0.26,0,1,0,1,0
0,1213099194,11,10,2021,2021,10,2021,1,2,2,2,0,0,0,1732190,117800,17000,20290,4000,866095,58900,8500,10145,2000,0,2,0,0,0,0,2,158,179,0.8826815642,1,1,0,2,0
0,1213140571,11,10,2021,2021,10,2021,1,2,2,1,1,0,0,66450,0,16800,-5157,4000,33225,0,8400,-2578.5,2000,2,0,0,0,0,0,0,39,49,0.8785999114,0,2,0,2,0
0,1213161715,11,10,2021,2021,10,2021,1,2,2,1,1,0,0,90392,28250,17000,18357,2000,45196,14125,8500,9178.5,1000,1,1,0,0,0,0,1,53,71,0.8664215686,0,2,0,0,2
0,1213190484,11,10,2021,2021,10,2021,1,4,1,1,0,3,0,96998.96,7350,5200,11853,4000,96998.96,7350,5200,11853,4000,0,1,0,0,0,0,1,831,926,0.8954469247,2,2,0,0,4
0,1213230891,11,10,2021,2021,10,2021,1,2,2,2,0,0,0,80006,19100,17000,9164,0,40003,9550,8500,4582,0,2,0,0,0,0,0,0,38,62,0.6129032258,1,1,0,2,0
0,1213234413,11,10,2021,2021,10,2021,1,1,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,25,NULL,0,1,0,0,1
0,1213237586,11,10,2021,2021,10,2021,1,1,1,1,0,0,0,86330,6100,6100,5955,0,86330,6100,6100,5955,0,0,1,0,0,0,0,1,791,834,0.948441247,0,1,0,1,0
0,1213250367,11,10,2021,2021,10,2021,1,3,0,0,0,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,59,61,0.9672131148,2,1,0,3,0
0,1213255223,11,10,2021,2021,10,2021,1,2,2,1,1,0,0,113092,7500,15400,9100,0,56546,3750,7700,4550,0,2,0,0,0,0,0,0,343,391,1.084950344,0,2,0,2,0
0,1213284678,11,10,2021,2021,10,2021,1,1,1,1,0,0,0,29690,0,8500,3845,0,29690,0,8500,3845,0,1,0,0,0,0,0,0,40,92,0.4347826087,0,1,0,1,0
0,1213297722,11,10,2021,2021,10,2021,1,1,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,16,NULL,0,1,0,1,0
0,1213299388,11,10,2021,2021,10,2021,1,1,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,1059,NULL,0,1,1,0,0
0,1213333113,12,11,2021,2021,11,2021,1,4,3,3,0,1,0,111405,0,19600,20517,0,37135,0,6533.333333,6839,0,3,0,0,0,0,0,0,32,60,0.5333333333,1,3,0,4,0
0,1213334841,12,11,2021,2021,11,2021,1,3,3,2,1,0,0,103726,0,22750,24895,6000,34575.33333,0,7583.333333,8298.333333,2000,3,0,0,0,0,0,0,28,63,0.6342383107,1,2,0,0,3
0,1213358828,12,11,2021,2021,11,2021,1,4,4,2,2,0,0,250956.02,29600,32100,23097,8000,62739.005,7400,8025,5774.25,2000,1,0,3,0,0,0,0,70,64,1.050925563,1,3,0,0,4
0,1213374572,12,11,2021,2021,11,2021,1,4,4,4,0,0,0,168005,7500,25000,7963,2000,42001.25,1875,6250,1990.75,500,4,0,0,0,0,0,0,31,60,0.5493809186,1,3,0,4,0
0,1213380226,12,11,2021,2021,11,2021,1,1,1,1,0,0,0,13800,0,5200,10990,2000,13800,0,5200,10990,2000,0,1,0,0,0,0,1,25,61,0.4098360656,0,1,0,1,0
0,1213396273,12,11,2021,2021,11,2021,1,1,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,122,NULL,0,1,0,0,1
0,1213400090,12,11,2021,2021,11,2021,1,2,2,2,0,0,0,97080,8900,15000,5918,4000,48540,4450,7500,2959,2000,2,0,0,0,0,0,0,37,60,0.6166666667,1,1,0,2,0
0,1213417483,12,11,2021,2021,11,2021,1,1,1,1,0,0,0,57130,10300,7500,5101,0,57130,10300,7500,5101,0,1,0,0,0,0,0,0,65,115,0.5652173913,0,1,0,0,1
0,1213464921,12,11,2021,2021,11,2021,1,1,1,1,0,0,0,45348,0,6600,3600,2000,45348,0,6600,3600,2000,1,0,0,0,0,0,0,40,92,0.4347826087,0,1,0,1,0
0,1213483145,12,11,2021,2021,11,2021,1,1,1,1,0,0,0,58065,0,7500,2659,2000,58065,0,7500,2659,2000,1,0,0,0,0,0,0,27,60,0.45,0,1,0,1,0
0,121352814,12,11,2021,2021,11,2021,1,3,2,1,1,1,0,183780,161400,17000,9398,2000,91890,80700,8500,4699,1000,2,0,0,0,0,0,0,150,194,0.7829724149,0,3,0,3,0
0,1213548191,12,11,2021,2021,11,2021,1,2,2,2,0,0,0,68800,0,20800,6346,5500,34400,0,10400,3173,2750,0,2,0,0,0,0,2,23,39,0.6025641026,0,2,0,0,2
0,1213555365,12,11,2021,2021,11,2021,1,3,0,0,0,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,99,NULL,2,1,0,3,0
0,1213587751,1,12,2022,2021,12,2021,1,1,1,1,0,0,0,41960,1150,8500,3709,2000,41960,1150,8500,3709,2000,1,0,0,0,0,0,0,48,130,0.3692307692,0,1,0,1,0
0,1213601888,1,12,2022,2021,12,2021,1,1,1,0,1,0,0,21510,0,8500,4560,0,21510,0,8500,4560,0,0,1,0,0,0,0,1,80,77,1.038961039,0,1,0,1,0
0,1213635047,2,1,2022,2022,1,2022,1,3,0,0,0,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,33,119,0.2773109244,2,1,0,3,0
1,1213647091,1,12,2022,2021,12,2021,1,2,2,2,0,0,0,68510,0,15800,17502,0,34255,0,7900,8751,0,1,1,0,0,0,0,1,54,111,0.4896637709,0,2,0,2,0
0,1213658322,1,12,2022,2021,12,2021,1,2,2,2,0,0,0,89340,0,15800,12427,4000,44670,0,7900,6213.5,2000,2,0,0,0,0,0,0,42,61,0.6962233169,0,2,0,2,0
0,1213676835,1,12,2022,2021,12,2021,1,1,1,1,0,0,0,45400,0,4900,3501,2000,45400,0,4900,3501,2000,1,0,0,0,0,0,0,23,113,0.203539823,0,1,0,1,0
1,1213698860,1,12,2022,2021,12,2021,1,1,1,1,0,0,0,28850,0,8500,4989,2000,28850,0,8500,4989,2000,1,0,0,0,0,0,0,25,141,0.1773049645,0,1,0,1,0
0,1213741004,1,12,2022,2021,12,2021,1,3,0,0,0,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,33,60,0.55,2,1,0,3,0
0,1213741590,1,12,2022,2021,12,2021,1,1,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,113,NULL,0,1,0,1,0
0,1213746055,1,12,2022,2021,12,2021,1,1,1,1,0,0,0,98451,8500,8500,18765,3000,98451,8500,8500,18765,3000,0,1,0,0,0,0,1,148,232,0.6379310345,0,1,0,0,1
0,1213776560,1,12,2022,2021,12,2021,1,1,1,1,0,0,0,36630,3550,8500,6089,2000,36630,3550,8500,6089,2000,1,0,0,0,0,0,0,84,110,0.7636363636,0,1,0,1,0
1,1213801817,2,1,2022,2022,1,2022,1,1,1,1,0,0,0,34225,0,4900,4859,1000,34225,0,4900,4859,1000,1,0,0,0,0,0,0,14,120,0.1166666667,0,1,0,0,1
0,1213809948,2,1,2022,2022,1,2022,1,1,1,1,0,0,0,28341.12,0,4600,10559,0,28341.12,0,4600,10559,0,1,0,0,0,0,0,0,33,60,0.55,0,1,0,1,0
0,1213875970,2,1,2022,2022,1,2022,1,1,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,105,NULL,0,1,0,1,0
0,1213889484,2,1,2022,2022,1,2022,1,2,2,2,0,0,0,76310.6,2050,10700,6654,4000,38155.3,1025,5350,3327,2000,2,0,0,0,0,0,0,57,99,0.5575367256,0,2,0,2,0
0,121629342,10,9,2021,2021,9,2021,1,4,4,4,0,0,0,48468,5400,30000,12084,0,12117,1350,7500,3021,0,4,0,0,0,0,0,0,787,835,0.9425149701,3,1,0,4,0
0,121678665,12,11,2021,2021,11,2021,1,1,1,1,0,0,0,61757,23100,7050,6257,2000,61757,23100,7050,6257,2000,1,0,0,0,0,0,0,99,130,0.7615384615,0,1,0,0,1
0,121937866,2,1,2022,2022,1,2022,1,1,1,1,0,0,0,17630,0,8000,4138,500,17630,0,8000,4138,500,0,1,0,0,0,0,1,19,55,0.3454545455,0,1,0,1,0
0,122757230,11,10,2021,2021,10,2021,1,1,1,0,1,0,0,33960,0,6550,4976,2000,33960,0,6550,4976,2000,1,0,0,0,0,0,0,60,34,1.764705882,0,1,0,0,1
0,123362611,10,9,2021,2021,9,2021,1,2,2,2,0,0,0,133994,0,17000,17470,2000,66997,0,8500,8735,1000,2,0,0,0,0,0,0,112,161,0.6516203704,0,2,0,2,0
0,123646840,10,9,2021,2021,9,2021,1,1,1,1,0,0,0,30964,8500,8500,3864,2000,30964,8500,8500,3864,2000,1,0,0,0,0,0,0,32,88,0.3636363636,0,1,0,1,0
0,123847342,9,8,2021,2021,8,2021,1,4,1,0,1,3,0,33200,3750,6300,2094,2000,33200,3750,6300,2094,2000,1,0,0,0,0,0,0,22,31,0.7199582027,1,3,0,4,0
0,125060391,1,12,2022,2021,12,2021,1,1,1,1,0,0,0,38780,0,6600,2577,2000,38780,0,6600,2577,2000,1,0,0,0,0,0,0,18,55,0.3272727273,0,1,0,1,0
0,125196549,11,10,2021,2021,10,2021,1,4,1,1,0,3,0,41413,0,6600,3750,2000,41413,0,6600,3750,2000,1,0,0,0,0,0,0,37,39,0.9615384615,2,2,0,4,0
0,125937407,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,11009,8500,8500,3609,0,11009,8500,8500,3609,0,1,0,0,0,0,0,0,17,83,0.2048192771,0,1,0,1,0
0,12651969,1,12,2022,2021,12,2021,1,1,1,0,1,0,0,300050,268550,7500,4907,2000,300050,268550,7500,4907,2000,1,0,0,0,0,0,0,102,60,1.7,0,1,0,1,0
0,126605188,10,9,2021,2021,9,2021,1,2,2,2,0,0,0,37440,0,17400,9264,0,18720,0,8700,4632,0,2,0,0,0,0,0,0,33,49,0.6734693878,1,1,0,2,0
0,126822051,12,11,2021,2021,11,2021,1,1,1,1,0,0,0,34696,8500,8500,6146,2000,34696,8500,8500,6146,2000,0,1,0,0,0,0,1,108,140,0.7714285714,0,1,0,0,1
0,126828728,11,10,2021,2021,10,2021,1,1,1,1,0,0,0,28900,0,6900,3001,2000,28900,0,6900,3001,2000,1,0,0,0,0,0,0,24,24,1,0,1,0,0,1
0,127051496,11,10,2021,2021,10,2021,1,1,1,1,0,0,0,17750,0,7500,-2772,2000,17750,0,7500,-2772,2000,1,0,0,0,0,0,0,24,60,0.4,0,1,0,1,0
0,127435367,12,11,2021,2021,11,2021,1,1,1,1,0,0,0,89149.9,22850,8500,9345,0,89149.9,22850,8500,9345,0,0,0,0,1,0,0,0,70,120,0.5833333333,0,1,0,1,0
0,12763427,1,12,2022,2021,12,2021,1,2,2,0,0,0,0,47382,0,15000,16548,7000,23691,0,7500,8274,3500,0,2,0,0,0,0,2,NULL,115,NULL,1,1,0,0,2
0,128001993,10,9,2021,2021,9,2021,1,1,1,1,0,0,0,10997,7500,7500,3547,0,10997,7500,7500,3547,0,1,0,0,0,0,0,0,28,103,0.2718446602,0,1,0,1,0
0,128311486,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,11900,0,9200,4175,1000,11900,0,9200,4175,1000,0,1,0,0,0,0,1,35,44,0.7954545455,0,1,0,1,0
0,12836455,10,9,2021,2021,9,2021,1,1,1,1,0,0,0,11150,9150,7500,9101,2000,11150,9150,7500,9101,2000,1,0,0,0,0,0,0,59,95,0.6210526316,0,1,0,1,0
0,128523293,11,10,2021,2021,10,2021,1,1,1,0,1,0,0,23000,0,12200,3568,2000,23000,0,12200,3568,2000,1,0,0,0,0,0,0,47,37,1.27027027,0,1,0,1,0
1,128708990,2,1,2022,2022,1,2022,1,1,1,1,0,0,0,21818,0,8500,12081,2000,21818,0,8500,12081,2000,1,0,0,0,0,0,0,86,132,0.6515151515,0,1,0,0,1
0,128963510,1,12,2022,2021,12,2021,1,1,1,0,1,0,0,73903,0,8500,9782,2000,73903,0,8500,9782,2000,1,0,0,0,0,0,0,135,128,1.0546875,0,1,0,1,0
0,129078711,11,10,2021,2021,10,2021,1,3,2,2,0,1,0,58158,62960,15000,53466,0,29079,31480,7500,26733,0,0,2,0,0,0,0,2,18,87,0.2950819672,1,2,0,0,3
0,129102937,1,12,2022,2021,12,2021,1,1,1,1,0,0,0,48180,0,6600,5904,0,48180,0,6600,5904,0,0,1,0,0,0,0,1,27,117,0.2307692308,0,1,1,0,0
1,129234944,2,1,2022,2022,1,2022,1,1,1,1,0,0,0,34800,5200,7900,5027,2000,34800,5200,7900,5027,2000,1,0,0,0,0,0,0,32,43,0.7441860465,0,1,0,1,0
0,129236369,12,11,2021,2021,11,2021,1,1,1,0,1,0,0,53142.5,5600,6100,6036,0,53142.5,5600,6100,6036,0,1,0,0,0,0,0,0,196,60,3.266666667,0,1,0,1,0
1,129284319,11,10,2021,2021,10,2021,1,1,1,1,0,0,0,63540,7550,6300,2909,2000,63540,7550,6300,2909,2000,0,1,0,0,0,0,1,21,31,0.6774193548,0,1,0,0,1
0,129490771,12,11,2021,2021,11,2021,1,1,1,0,1,0,0,28030,0,6650,2409,2000,28030,0,6650,2409,2000,1,0,0,0,0,0,0,38,36,1.055555556,0,1,0,1,0
0,129627569,2,1,2022,2022,1,2022,1,1,1,1,0,0,0,77994.6,2600,8500,9763,2000,77994.6,2600,8500,9763,2000,0,1,0,0,0,0,1,82,122,0.6721311475,0,1,0,1,0
0,1310249876,2,1,2022,2022,1,2022,1,1,1,1,0,0,0,37779,0,8500,-2147,2000,37779,0,8500,-2147,2000,1,0,0,0,0,0,0,70,124,0.564516129,0,1,0,1,0
0,1310673435,11,10,2021,2021,10,2021,1,2,0,0,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,158,NULL,0,2,0,0,2
0,1310952074,9,8,2021,2021,8,2021,1,1,1,0,1,0,0,21240,8640,8600,3660,4000,21240,8640,8600,3660,4000,0,1,0,0,0,0,1,34,31,1.096774194,0,1,0,0,1
0,1311014872,2,1,2022,2022,1,2022,1,2,2,2,0,0,0,124478,107180,13800,14746,4000,62239,53590,6900,7373,2000,2,0,0,0,0,0,0,47,56,0.8392857143,1,1,0,2,0
0,1311195461,1,12,2022,2021,12,2021,1,1,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,93,NULL,0,1,0,0,1
0,1311353409,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,37000,7500,7500,8655,2000,37000,7500,7500,8655,2000,1,0,0,0,0,0,0,25,79,0.3164556962,0,1,0,0,1
0,1311873508,9,8,2021,2021,8,2021,1,3,0,0,0,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,26,55,0.4727272727,2,1,0,3,0
0,1311965357,12,11,2021,2021,11,2021,1,1,1,1,0,0,0,28144.5,0,7500,2870,2000,28144.5,0,7500,2870,2000,1,0,0,0,0,0,0,32,123,0.2601626016,0,1,0,0,1
0,1312143293,2,1,2022,2022,1,2022,1,1,1,1,0,0,0,30850,0,8500,-9317.33,2000,30850,0,8500,-9317.33,2000,1,0,0,0,0,0,0,34,90,0.3777777778,0,1,0,1,0
0,1312159336,9,8,2021,2021,8,2021,1,2,2,2,0,0,0,45662,17000,17000,7290,4000,22831,8500,8500,3645,2000,2,0,0,0,0,0,0,85,126,0.6746031746,1,1,0,2,0
0,1312478871,9,8,2021,2021,8,2021,1,3,3,3,0,0,0,36935,8500,25500,21892,6000,12311.66667,2833.333333,8500,7297.333333,2000,3,0,0,0,0,0,0,44,85,0.5199124358,1,2,0,0,3
0,1312482017,11,10,2021,2021,10,2021,1,1,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,123,NULL,0,1,0,1,0
0,1312500722,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,26502,19650,8500,4772,0,26502,19650,8500,4772,0,1,0,0,0,0,0,0,46,78,0.5897435897,0,1,0,1,0
0,1312501245,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,50568.5,34568.5,6468.5,10635,550,50568.5,34568.5,6468.5,10635,550,1,0,0,0,0,0,0,40,94,0.4255319149,0,1,0,1,0
0,1312502632,9,8,2021,2021,8,2021,1,2,2,2,0,0,0,60440,15000,15000,6558,0,30220,7500,7500,3279,0,0,2,0,0,0,0,2,1180,1295,0.9111969112,1,1,0,2,0
0,1312503824,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,51060,37400,8500,4660,0,51060,37400,8500,4660,0,1,0,0,0,0,0,0,31,102,0.3039215686,0,1,0,1,0
0,1312503878,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,35385.8,23500,8500,4972,0,35385.8,23500,8500,4972,0,1,0,0,0,0,0,0,32,91,0.3516483516,0,1,0,1,0
0,1312504341,11,10,2021,2021,10,2021,1,1,1,0,1,0,0,232037,25500,7500,8628,2000,232037,25500,7500,8628,2000,0,1,0,0,0,0,1,85,67,1.268656716,0,1,0,0,1
0,1312505324,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,46950,29250,8500,4772,0,46950,29250,8500,4772,0,1,0,0,0,0,0,0,1069,1182,0.9043993232,0,1,0,1,0
0,1312509605,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,40685,24568.5,6468.5,4535,520,40685,24568.5,6468.5,4535,520,1,0,0,0,0,0,0,29,101,0.2871287129,0,1,0,1,0
0,1312510221,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,34870,23500,8500,4460,0,34870,23500,8500,4460,0,1,0,0,0,0,0,0,32,129,0.2480620155,0,1,0,1,0
0,1312516106,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,44522,29500,8500,4772,0,44522,29500,8500,4772,0,1,0,0,0,0,0,0,40,77,0.5194805195,0,1,0,1,0
0,1312529493,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,59285,45350,8500,4835,0,59285,45350,8500,4835,0,1,0,0,0,0,0,0,57,113,0.5044247788,0,1,0,1,0
0,1312530613,9,8,2021,2021,8,2021,1,2,2,2,0,0,0,161554.9,0,18374.9,8570,22000,80777.45,0,9187.45,4285,11000,0,2,0,0,0,0,2,37,41,0.9024390244,1,1,0,0,2
0,1312537049,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,44585,29500,8500,4835,0,44585,29500,8500,4835,0,1,0,0,0,0,0,0,68,129,0.5271317829,0,1,0,1,0
0,1312539593,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,50950,16600,8500,4426,1000,50950,16600,8500,4426,1000,1,0,0,0,0,0,0,44,74,0.5945945946,0,1,0,1,0
0,1312541081,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,35335,23500,8500,4835,0,35335,23500,8500,4835,0,1,0,0,0,0,0,0,35,120,0.2916666667,0,1,0,1,0
0,1312545173,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,44479.1,29300,8500,5035,0,44479.1,29300,8500,5035,0,1,0,0,0,0,0,0,32,78,0.4102564103,0,1,0,1,0
0,1312545696,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,44579.1,29300,8500,5135,0,44579.1,29300,8500,5135,0,1,0,0,0,0,0,0,29,90,0.3222222222,0,1,0,1,0
0,1312548052,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,44204.1,29300,8500,4760,0,44204.1,29300,8500,4760,0,1,0,0,0,0,0,0,34,120,0.2833333333,0,1,0,1,0
0,1312549731,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,48250,29500,8500,4835,0,48250,29500,8500,4835,0,1,0,0,0,0,0,0,1057,1164,0.9080756014,0,1,0,1,0
0,1312555920,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,44647,29500,8500,4897,0,44647,29500,8500,4897,0,1,0,0,0,0,0,0,20,78,0.2564102564,0,1,0,1,0
0,1312556284,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,44585,29500,8500,4835,0,44585,29500,8500,4835,0,1,0,0,0,0,0,0,33,129,0.2558139535,0,1,0,1,0
0,1312559070,9,8,2021,2021,8,2021,1,3,3,3,0,0,0,150405,104700,25500,14205,0,50135,34900,8500,4735,0,3,0,0,0,0,0,0,52,106,0.4905660377,2,1,0,3,0
0,1312569716,9,8,2021,2021,8,2021,1,2,0,0,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1085,1184,0.9163851351,1,1,0,2,0
0,1312596843,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,40771.19,30300,7400,5459,0,40771.19,30300,7400,5459,0,0,1,0,0,0,0,1,38,43,0.8837209302,0,1,0,1,0
0,1312610276,9,8,2021,2021,8,2021,1,1,1,0,1,0,0,62481,2300,7800,3560,0,62481,2300,7800,3560,0,0,1,0,0,0,0,1,60,47,1.276595745,0,1,0,1,0
0,1312619401,9,8,2021,2021,8,2021,1,2,2,2,0,0,0,94455,0,17000,7718,6000,47227.5,0,8500,3859,3000,2,0,0,0,0,0,0,35,123,0.2912398922,0,2,0,2,0
1,1312693924,9,8,2021,2021,8,2021,1,2,0,0,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,106,NULL,1,1,0,2,0
0,1312694238,10,9,2021,2021,9,2021,1,1,1,1,0,0,0,141213,120000,5200,3644,2000,141213,120000,5200,3644,2000,1,0,0,0,0,0,0,24,49,0.4897959184,0,1,0,1,0
0,1312694816,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,36450,0,6550,2566,2000,36450,0,6550,2566,2000,1,0,0,0,0,0,0,21,31,0.6774193548,0,1,0,1,0
1,1312742138,12,11,2021,2021,11,2021,1,1,1,1,0,0,0,35170,1350,7100,2609,2000,35170,1350,7100,2609,2000,1,0,0,0,0,0,0,13,28,0.4642857143,0,1,0,1,0
0,1312804304,10,9,2021,2021,9,2021,1,1,1,1,0,0,0,55770,0,6300,8003,10000,55770,0,6300,8003,10000,0,1,0,0,0,0,1,25,53,0.4716981132,0,1,0,1,0
0,1312827882,12,11,2021,2021,11,2021,1,3,1,1,0,2,0,18250,7500,7500,2000,0,18250,7500,7500,2000,0,0,0,0,1,0,0,0,52,107,0.4727272727,1,2,0,3,0
0,1312906743,10,9,2021,2021,9,2021,1,1,1,1,0,0,0,107205,107750,7500,4955,2000,107205,107750,7500,4955,2000,1,0,0,0,0,0,0,48,120,0.4,0,1,0,0,1
0,1312907058,10,9,2021,2021,9,2021,1,2,2,2,0,0,0,89781,11000,17000,10700,0,44890.5,5500,8500,5350,0,2,0,0,0,0,0,0,43,85,0.5894119416,0,2,0,2,0
0,1312910653,10,9,2021,2021,9,2021,1,1,1,1,0,0,0,47165,35150,8500,9100,0,47165,35150,8500,9100,0,1,0,0,0,0,0,0,53,113,0.4690265487,0,1,0,1,0
0,1312965402,11,10,2021,2021,10,2021,1,1,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,660,NULL,0,1,0,1,0
0,1312968662,10,9,2021,2021,9,2021,1,1,1,1,0,0,0,20200,11350,6850,2346,2000,20200,11350,6850,2346,2000,1,0,0,0,0,0,0,20,29,0.6896551724,0,1,0,1,0
1,1312970833,11,10,2021,2021,10,2021,1,1,1,0,1,0,0,42949,0,10700,2133,3000,42949,0,10700,2133,3000,0,1,0,0,0,0,1,39,37,1.054054054,0,1,0,1,0
0,1312992918,10,9,2021,2021,9,2021,1,1,1,1,0,0,0,31831,0,6500,5136,2000,31831,0,6500,5136,2000,1,0,0,0,0,0,0,23,107,0.214953271,0,1,0,1,0
0,1313016766,11,10,2021,2021,10,2021,1,4,4,4,0,0,0,156360,32200,30000,11128,8000,39090,8050,7500,2782,2000,4,0,0,0,0,0,0,39,55,0.7090909091,3,1,0,4,0
1,1313020884,11,10,2021,2021,10,2021,1,1,1,1,0,0,0,85580,14950,8500,7058,0,85580,14950,8500,7058,0,1,0,0,0,0,0,0,71,78,0.9102564103,0,1,0,1,0
0,1313067083,11,10,2021,2021,10,2021,1,1,1,0,1,0,0,149065,13300,8500,16440,2000,149065,13300,8500,16440,2000,0,1,0,0,0,0,1,100,96,1.041666667,0,1,0,1,0
0,1313072280,1,12,2022,2021,12,2021,1,1,1,0,1,0,0,48268,750,5700,8160,2000,48268,750,5700,8160,2000,1,0,0,0,0,0,0,101,60,1.683333333,0,1,0,1,0
0,1313092938,11,10,2021,2021,10,2021,1,2,2,2,0,0,0,237508,15000,15000,216528,8000,118754,7500,7500,108264,4000,0,2,0,0,0,0,2,89,165,0.5393939394,1,1,0,2,0
0,1313100062,11,10,2021,2021,10,2021,1,2,2,2,0,0,0,109100,15000,15000,12166,4000,54550,7500,7500,6083,2000,2,0,0,0,0,0,0,35,80,0.4375,1,1,0,2,0
