RET_M1,CUSTOMER_ID,MES_BGI,MES_CLIENTE,YEAR_BGI,YEAR_CLIENTE,MES_COSECHA,YEAR_COSECHA,CLTE_COSECHA,ORD_ORDENES_TOTALES,ORD_ORDENES_COMPLETADAS,ORD_ORDENES_COMPLETADAS_A_TIEMPO,ORD_ORDENES_COMPLETADAS_CON_RETRASO,ORD_ORDENES_CANCELADAS,ORD_ORDENES_OTROS,MNT_TOTAL_GMV,MNT_TOTAL_DESCUENTO,MNT_TOTAL_COSTO_ENVIO,MNT_TOTAL_COSTO_SERVICIO,MNT_TOTAL_PROPINA,MNT_PROM_GMV,MNT_PROM_DESCUENTO,MNT_PROM_COSTO_ENVIO,MNT_PROM_PROM_SERVICIO,MNT_PROM_PROPINA,MDP_TOT_ORDENES_CASH,MDP_TOT_ORDENES_TDC,MDP_TOT_ORDENES_PAGO_DIGITAL,MDP_TOT_ORDENES_PAGO_DIGITAL_RAPPI,MDP_TOT_TARJETA_DEBITO,MDP_TOT_TDC_NACIONAL,MDP_TOT_TDC_INTERNACIONAL,EXP_TIEMPO_ESPERA_EFECTIVO_M,EXP_TIEMPO_ESPERA_PROMETIDO_M,EXP_KPI_TIEMPO_ESPERA,EXP_ORDEN_CON_RECLAMO,EXP_ORDEN_SIN_RECLAMO,EXP_ORDENES_WEB,EXP_ORDENES_ANDROID,EXP_ORDENES_IOS
0,1010171289,10,9,2021,2021,9,2021,1,5,5,5,0,0,0,279641,30600,30600,13431,11000,55928.2,6120,6120,2686.2,2200,0,5,0,0,0,0,5,80,103,0.8259541985,3,2,2,3,0
0,1010299807,11,10,2021,2021,10,2021,1,1,1,1,0,0,0,118500,7500,7500,119547,2000,118500,7500,7500,119547,2000,0,1,0,0,0,0,1,31,41,0.756097561,0,1,0,0,1
1,1010309159,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,109072.9,7500,7500,8401,30000,109072.9,7500,7500,8401,30000,1,0,0,0,0,0,0,36,65,0.5538461538,0,1,0,1,0
0,1010432996,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,33634.56,0,5200,3853,2000,33634.56,0,5200,3853,2000,1,0,0,0,0,0,0,27,76,0.3552631579,0,1,0,0,1
0,1010635708,10,9,2021,2021,9,2021,1,1,1,1,0,0,0,33622,8500,8500,3772,2000,33622,8500,8500,3772,2000,0,1,0,0,0,0,1,27,80,0.3375,0,1,0,0,1
0,1010810852,2,1,2022,2022,1,2022,1,3,0,0,0,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,95,158,0.6012658228,2,1,0,3,0
0,1010931297,9,8,2021,2021,8,2021,1,3,3,0,0,0,0,48456.66,7800,20256.66,7980,6000,16152.22,2600,6752.22,2660,2000,3,0,0,0,0,0,0,NULL,32,NULL,2,1,0,3,0
0,1011080412,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,22083.5,0,5700,8910,3000,22083.5,0,5700,8910,3000,1,0,0,0,0,0,0,29,130,0.2230769231,0,1,0,1,0
1,1011320715,9,8,2021,2021,8,2021,1,2,2,2,0,0,0,495168,135000,15000,11368,10000,247584,67500,7500,5684,5000,0,2,0,0,0,0,2,93,133,0.6992481203,1,1,0,2,0
0,1011395679,1,12,2022,2021,12,2021,1,1,1,1,0,0,0,60270,49770,8500,4023,2000,60270,49770,8500,4023,2000,1,0,0,0,0,0,0,94,148,0.6351351351,0,1,0,1,0
0,101141199,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,46800,0,5600,3371,4000,46800,0,5600,3371,4000,1,0,0,0,0,0,0,31,32,0.96875,0,1,0,0,1
0,1011576487,1,12,2022,2021,12,2021,1,1,1,1,0,0,0,57578,0,8500,8945,2000,57578,0,8500,8945,2000,0,1,0,0,0,0,1,168,173,0.9710982659,0,1,0,0,1
0,1012228670,9,8,2021,2021,8,2021,1,2,2,0,2,0,0,86948,89600,15000,6380,0,43474,44800,7500,3190,0,0,2,0,0,0,0,2,215,115,1.869565217,1,1,0,2,0
0,1012291124,11,10,2021,2021,10,2021,1,1,1,1,0,0,0,29604,8500,8500,3754,0,29604,8500,8500,3754,0,0,1,0,0,0,0,1,67,73,0.9178082192,0,1,0,0,1
0,1012341222,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,44101,39600,8500,3236,1860,44101,39600,8500,3236,1860,1,0,0,0,0,0,0,79,115,0.6869565217,0,1,0,1,0
0,1012345158,10,9,2021,2021,9,2021,1,1,1,1,0,0,0,168627,142470,6750,149329,2000,168627,142470,6750,149329,2000,0,1,0,0,0,0,1,44,64,0.6875,0,1,0,1,0
0,1012353654,11,10,2021,2021,10,2021,1,1,1,1,0,0,0,44016,18200,8500,5366,0,44016,18200,8500,5366,0,1,0,0,0,0,0,0,41,101,0.4059405941,0,1,0,1,0
0,1012452923,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,26455,8500,8500,2945,2000,26455,8500,8500,2945,2000,0,1,0,0,0,0,1,44,110,0.4,0,1,0,1,0
0,1012469601,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,35161.5,8500,8500,9127,2000,35161.5,8500,8500,9127,2000,0,1,0,0,0,0,1,71,117,0.6068376068,0,1,0,0,1
0,1012500704,9,8,2021,2021,8,2021,1,4,4,4,0,0,0,140968,94000,34000,17888,0,35242,23500,8500,4472,0,4,0,0,0,0,0,0,69,120,0.575,3,1,0,4,0
0,1012500801,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,48687,36600,8500,5137,0,48687,36600,8500,5137,0,1,0,0,0,0,0,0,28,80,0.35,0,1,0,1,0
0,1012501202,12,11,2021,2021,11,2021,1,1,1,1,0,0,0,90480,8500,8500,3028,2000,90480,8500,8500,3028,2000,1,0,0,0,0,0,0,1374,1428,0.9621848739,0,1,0,1,0
0,1012501675,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,48560,36600,8500,4460,550,48560,36600,8500,4460,550,1,0,0,0,0,0,0,23,124,0.185483871,0,1,0,1,0
0,1012502300,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,48435,36600,8500,4335,550,48435,36600,8500,4335,550,1,0,0,0,0,0,0,40,129,0.3100775194,0,1,0,1,0
0,1012502640,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,45957,36600,8500,1857,550,45957,36600,8500,1857,550,1,0,0,0,0,0,0,40,98,0.4081632653,0,1,0,1,0
0,1012502706,9,8,2021,2021,8,2021,1,8,8,4,4,0,0,621487,197644.99,57094.99,43833,19000,77685.875,24705.62375,7136.87375,5479.125,2375,0,8,0,0,0,0,8,58,73,1.016351202,2,6,0,0,8
0,1012502708,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,48526,36600,8500,4426,550,48526,36600,8500,4426,550,1,0,0,0,0,0,0,38,97,0.3917525773,0,1,0,1,0
0,1012503692,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,44135,33050,8500,4535,0,44135,33050,8500,4535,0,1,0,0,0,0,0,0,26,106,0.2452830189,0,1,0,1,0
0,1012504451,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,41312,28100,8500,4572,0,41312,28100,8500,4572,0,1,0,0,0,0,0,0,32,114,0.2807017544,0,1,0,1,0
1,1012504571,9,8,2021,2021,8,2021,1,6,5,5,0,1,0,87700,0,37500,16549,8280,17540,0,7500,3309.8,1656,5,0,0,0,0,0,0,35,108,0.3258412507,0,6,0,0,6
0,1012509037,9,8,2021,2021,8,2021,1,5,0,0,0,5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,99,NULL,4,1,0,5,0
0,1012510207,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,37882,26500,8500,4272,0,37882,26500,8500,4272,0,1,0,0,0,0,0,0,36,132,0.2727272727,0,1,0,1,0
0,1012510595,9,8,2021,2021,8,2021,1,2,2,2,0,0,0,90504,47000,17000,9144,0,45252,23500,8500,4572,0,2,0,0,0,0,0,0,46,131,0.3511450382,1,1,0,2,0
0,1012510917,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,35375,23500,8500,4635,0,35375,23500,8500,4635,0,1,0,0,0,0,0,0,30,97,0.3092783505,0,1,0,1,0
0,1012511095,9,8,2021,2021,8,2021,1,2,2,2,0,0,0,38870,17000,17000,9870,0,19435,8500,8500,4935,0,2,0,0,0,0,0,0,52,130,0.4,1,1,0,2,0
0,1012516753,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,35860.5,23500,8500,4835,0,35860.5,23500,8500,4835,0,1,0,0,0,0,0,0,30,130,0.2307692308,0,1,0,1,0
0,1012529044,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,66419,8926.5,6876.5,4519,3000,66419,8926.5,6876.5,4519,3000,0,1,0,0,0,0,1,78,190,0.4105263158,0,1,0,1,0
0,1012531087,9,8,2021,2021,8,2021,1,2,2,2,0,0,0,118970,90700,17000,10070,0,59485,45350,8500,5035,0,2,0,0,0,0,0,0,35,91,0.3846153846,1,1,0,2,0
0,1012531327,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,59485,45350,8500,5035,0,59485,45350,8500,5035,0,1,0,0,0,0,0,0,38,120,0.3166666667,0,1,0,1,0
0,1012531361,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,86125,10100,8500,5445,2000,86125,10100,8500,5445,2000,0,1,0,0,0,0,1,40,104,0.3846153846,0,1,0,0,1
0,1012531596,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,44910,29500,8500,5160,0,44910,29500,8500,5160,0,1,0,0,0,0,0,0,35,76,0.4605263158,0,1,0,1,0
0,1012533861,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,50500,33050,8500,4972,0,50500,33050,8500,4972,0,1,0,0,0,0,0,0,1028,1148,0.8954703833,0,1,0,1,0
0,1012536250,9,8,2021,2021,8,2021,1,4,4,4,0,0,0,176904,118000,34000,17904,0,44226,29500,8500,4476,0,4,0,0,0,0,0,0,108,134,0.8059701493,3,1,0,4,0
0,1012537109,9,8,2021,2021,8,2021,1,2,1,1,0,1,0,178800,0,9100,5366,0,178800,0,9100,5366,0,0,0,0,1,0,0,0,1461,1698,0.9759519038,0,2,0,0,2
0,1012537457,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,44722,29500,8500,4972,0,44722,29500,8500,4972,0,1,0,0,0,0,0,0,31,83,0.3734939759,0,1,0,1,0
0,1012538184,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,42736,7500,7500,3516,2000,42736,7500,7500,3516,2000,1,0,0,0,0,0,0,24,82,0.2926829268,0,1,0,0,1
0,1012539106,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,39225,27500,8500,5035,0,39225,27500,8500,5035,0,1,0,0,0,0,0,0,23,80,0.2875,0,1,0,1,0
0,1012539244,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,44785,29500,8500,5035,0,44785,29500,8500,5035,0,1,0,0,0,0,0,0,43,123,0.3495934959,0,1,0,1,0
0,1012540293,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,44485,29500,8500,4735,0,44485,29500,8500,4735,0,1,0,0,0,0,0,0,39,127,0.3070866142,0,1,0,1,0
0,1012540323,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,44547,29500,8500,4797,0,44547,29500,8500,4797,0,1,0,0,0,0,0,0,30,126,0.2380952381,0,1,0,1,0
0,1012544282,9,8,2021,2021,8,2021,1,3,0,0,0,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,83,NULL,2,1,0,3,0
0,1012545244,9,8,2021,2021,8,2021,1,4,0,0,0,4,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,131,NULL,3,1,0,4,0
0,1012545491,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,44579.1,29300,8500,5135,0,44579.1,29300,8500,5135,0,1,0,0,0,0,0,0,39,107,0.3644859813,0,1,0,1,0
0,1012546517,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,44704.1,29300,8500,5260,0,44704.1,29300,8500,5260,0,1,0,0,0,0,0,0,41,77,0.5324675325,0,1,0,1,0
0,1012546886,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,43135,29300,8500,4335,0,43135,29300,8500,4335,0,1,0,0,0,0,0,0,40,104,0.3846153846,0,1,0,1,0
0,1012554174,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,45791.2,30750,8500,11197,0,45791.2,30750,8500,11197,0,1,0,0,0,0,0,0,41,118,0.3474576271,0,1,0,1,0
0,1012554568,9,8,2021,2021,8,2021,1,2,2,0,2,0,0,89170,59000,17000,9670,0,44585,29500,8500,4835,0,2,0,0,0,0,0,0,84,78,1.076923077,1,1,0,2,0
0,1012554972,9,8,2021,2021,8,2021,1,1,1,0,1,0,0,195587.1,8500,8500,13563,8000,195587.1,8500,8500,13563,8000,0,1,0,0,0,0,1,92,82,1.12195122,0,1,0,0,1
0,1012556797,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,44285,29500,8500,4535,0,44285,29500,8500,4535,0,1,0,0,0,0,0,0,46,94,0.4893617021,0,1,0,1,0
0,1012556924,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,42415,29500,8500,4597,0,42415,29500,8500,4597,0,1,0,0,0,0,0,0,27,79,0.3417721519,0,1,0,1,0
0,1012561113,9,8,2021,2021,8,2021,1,5,5,5,0,0,0,179000,117500,42500,23800,0,35800,23500,8500,4760,0,5,0,0,0,0,0,0,52,95,0.5473684211,4,1,0,5,0
0,1012564381,9,8,2021,2021,8,2021,1,2,2,2,0,0,0,73404,17000,17000,7764,6000,36702,8500,8500,3882,3000,0,2,0,0,0,0,2,24,122,0.1967213115,1,1,0,2,0
0,1012571593,9,8,2021,2021,8,2021,1,1,1,1,0,0,0,379282,7500,7500,8647,9000,379282,7500,7500,8647,9000,0,1,0,0,0,0,1,76,91,0.8351648352,0,1,0,0,1
0,1012590294,10,9,2021,2021,9,2021,1,1,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,80,NULL,0,1,0,0,1
1,1012592900,11,10,2021,2021,10,2021,1,3,3,3,0,0,0,196072,31150,22500,13822,6000,65357.33333,10383.33333,7500,4607.333333,2000,3,0,0,0,0,0,0,538,636,0.7059230396,1,2,0,0,3
0,1012597432,9,8,2021,2021,8,2021,1,3,3,0,3,0,0,169810,0,20550,11539,12000,56603.33333,0,6850,3846.333333,4000,0,3,0,0,0,0,3,77,31,2.426076483,1,2,0,0,3
1,1012601874,9,8,2021,2021,8,2021,1,4,4,4,0,0,0,231481.68,38850,27100,23433,12000,57870.42,9712.5,6775,5858.25,3000,0,4,0,0,0,0,4,44,71,0.6753746171,0,4,0,4,0
0,1012640006,11,10,2021,2021,10,2021,1,7,6,0,0,1,0,741654.6,51000,51000,100740,12000,123609.1,8500,8500,16790,2000,0,6,0,0,0,0,6,NULL,1369,NULL,5,2,0,0,7
0,1012649506,1,12,2022,2021,12,2021,1,2,2,2,0,0,0,63020,0,15000,9788,4000,31510,0,7500,4894,2000,2,0,0,0,0,0,0,44,85,0.5176470588,1,1,0,2,0
0,1012662425,9,8,2021,2021,8,2021,1,2,0,0,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,305,NULL,1,1,0,2,0
0,1012694531,9,8,2021,2021,8,2021,1,1,1,0,1,0,0,33683,0,8200,2905,0,33683,0,8200,2905,0,0,1,0,0,0,0,1,44,37,1.189189189,0,1,0,0,1
0,1012786842,10,9,2021,2021,9,2021,1,2,2,2,0,0,0,72396,77924,17000,7472,4000,36198,38962,8500,3736,2000,2,0,0,0,0,0,0,75,113,0.6637168142,1,1,0,2,0
1,1012814797,10,9,2021,2021,9,2021,1,2,2,2,0,0,0,135290,41000,17000,7690,8000,67645,20500,8500,3845,4000,0,2,0,0,0,0,2,41,94,0.4361702128,1,1,0,2,0
0,1012816043,10,9,2021,2021,9,2021,1,1,1,1,0,0,0,28279,7500,7500,3279,1000,28279,7500,7500,3279,1000,1,0,0,0,0,0,0,28,142,0.1971830986,0,1,0,1,0
0,1012846534,10,9,2021,2021,9,2021,1,1,1,1,0,0,0,26650,0,9950,3341,2000,26650,0,9950,3341,2000,1,0,0,0,0,0,0,24,49,0.4897959184,0,1,0,0,1
0,1012858682,10,9,2021,2021,9,2021,1,1,1,0,1,0,0,43817.14,29000,8400,10377,0,43817.14,29000,8400,10377,0,1,0,0,0,0,0,0,51,45,1.133333333,0,1,0,1,0
0,1012888693,10,9,2021,2021,9,2021,1,2,2,2,0,0,0,25300,0,16800,5320,0,12650,0,8400,2660,0,0,2,0,0,0,0,2,38,43,0.8837209302,1,1,0,2,0
0,1012890663,10,9,2021,2021,9,2021,1,4,4,4,0,0,0,609208,4800,34000,39188,8000,152302,1200,8500,9797,2000,0,4,0,0,0,0,4,897,928,0.9665948276,3,1,0,0,4
0,1012906690,10,9,2021,2021,9,2021,1,2,2,0,2,0,0,64902,10400,10400,7292,0,32451,5200,5200,3646,0,0,2,0,0,0,0,2,58,42,1.380952381,1,1,0,0,2
0,1012995595,10,9,2021,2021,9,2021,1,1,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,62,NULL,0,1,0,1,0
0,1013047365,11,10,2021,2021,10,2021,1,1,1,1,0,0,0,189949,8500,8500,5049,2000,189949,8500,8500,5049,2000,1,0,0,0,0,0,0,73,121,0.6033057851,0,1,0,0,1
1,1013099567,11,10,2021,2021,10,2021,1,1,1,1,0,0,0,53270,7500,7500,2270,2000,53270,7500,7500,2270,2000,1,0,0,0,0,0,0,14,108,0.1296296296,0,1,0,0,1
0,1013132654,11,10,2021,2021,10,2021,1,1,1,1,0,0,0,53426,7500,7500,11446,2000,53426,7500,7500,11446,2000,0,1,0,0,0,0,1,38,87,0.4367816092,0,1,0,0,1
0,1013176623,11,10,2021,2021,10,2021,1,2,2,2,0,0,0,141642,34300,15000,7992,0,70821,17150,7500,3996,0,0,2,0,0,0,0,2,55,85,0.6470588235,1,1,0,2,0
0,1013230170,12,11,2021,2021,11,2021,1,1,1,0,1,0,0,29700,8500,8500,3572,2000,29700,8500,8500,3572,2000,1,0,0,0,0,0,0,1010,1005,1.004975124,0,1,0,0,1
0,1013242135,11,10,2021,2021,10,2021,1,1,1,1,0,0,0,28699.5,8300,5200,13490,2000,28699.5,8300,5200,13490,2000,1,0,0,0,0,0,0,58,80,0.725,0,1,0,0,0
0,1013266105,11,10,2021,2021,10,2021,1,2,0,0,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,388,NULL,1,1,0,2,0
0,1013278607,2,1,2022,2022,1,2022,1,2,2,2,0,0,0,49170,0,13400,9988,0,24585,0,6700,4994,0,2,0,0,0,0,0,0,370,419,0.7672443303,0,2,0,2,0
0,1013297871,11,10,2021,2021,10,2021,1,4,1,1,0,3,0,119800,56900,6000,54330.63,0,119800,56900,6000,54330.63,0,1,0,0,0,0,0,0,8,17,0.4210526316,0,4,0,4,0
0,1013303311,11,10,2021,2021,10,2021,1,1,1,1,0,0,0,13050,0,8050,9426,0,13050,0,8050,9426,0,0,1,0,0,0,0,1,31,116,0.2672413793,0,1,0,0,1
0,1013396108,12,11,2021,2021,11,2021,1,1,1,1,0,0,0,22020,0,7500,2090,0,22020,0,7500,2090,0,1,0,0,0,0,0,0,17,60,0.2833333333,0,1,0,1,0
1,1013396201,12,11,2021,2021,11,2021,1,2,2,2,0,0,0,88721.8,20900,17000,10736,1500,44360.9,10450,8500,5368,750,0,2,0,0,0,0,2,53,89,0.6062820513,0,2,0,2,0
0,1013427090,12,11,2021,2021,11,2021,1,2,2,2,0,0,0,74030,6600,9200,6654,4000,37015,3300,4600,3327,2000,2,0,0,0,0,0,0,15,101,0.1485148515,1,1,0,2,0
0,1013431103,12,11,2021,2021,11,2021,1,5,3,1,2,2,0,131800,0,18200,18567,11000,43933.33333,0,6066.666667,6189,3666.666667,0,3,0,0,0,0,3,38,28,1.413105413,2,3,0,0,5
0,1013499152,1,12,2022,2021,12,2021,1,1,1,1,0,0,0,23450,0,8500,8864,2000,23450,0,8500,8864,2000,1,0,0,0,0,0,0,85,129,0.6589147287,0,1,0,1,0
0,1013521188,12,11,2021,2021,11,2021,1,1,1,1,0,0,0,102952,18500,7500,9353,2000,102952,18500,7500,9353,2000,0,1,0,0,0,0,1,125,151,0.8278145695,0,1,1,0,0
0,1013528773,2,1,2022,2022,1,2022,1,2,2,2,0,0,0,139768,12800,15400,7337,4000,69884,6400,7700,3668.5,2000,0,1,0,1,0,0,1,25,78,0.3982611913,0,2,0,2,0
0,1013528855,12,11,2021,2021,11,2021,1,1,1,1,0,0,0,58012.5,57510,8500,10552,0,58012.5,57510,8500,10552,0,1,0,0,0,0,0,0,79,119,0.6638655462,0,1,0,1,0
0,1013536089,12,11,2021,2021,11,2021,1,2,2,2,0,0,0,194029,26950,17000,19260,4000,97014.5,13475,8500,9630,2000,0,2,0,0,0,0,2,76,119,0.6469050311,0,2,0,0,2
0,1013577550,12,11,2021,2021,11,2021,1,1,1,1,0,0,0,81795,0,8500,4154,2000,81795,0,8500,4154,2000,1,0,0,0,0,0,0,31,114,0.2719298246,0,1,0,0,1
0,1013580322,12,11,2021,2021,11,2021,1,2,2,2,0,0,0,87400,0,17000,6854,4000,43700,0,8500,3427,2000,2,0,0,0,0,0,0,50,124,0.4032258065,1,1,2,0,0
0,1013581885,12,11,2021,2021,11,2021,1,2,0,0,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,806,NULL,1,1,0,2,0
0,1013609956,1,12,2022,2021,12,2021,1,1,1,0,1,0,0,14944.6,0,4600,8294,2000,14944.6,0,4600,8294,2000,1,0,0,0,0,0,0,40,26,1.538461538,0,1,0,1,0
0,1013613678,1,12,2022,2021,12,2021,1,5,5,5,0,0,0,250357.24,300,34100,56301,29000,50071.448,60,6820,11260.2,5800,0,5,0,0,0,0,5,252,350,0.6121559172,3,2,0,0,5
0,1013623280,1,12,2022,2021,12,2021,1,1,1,1,0,0,0,21550,0,6550,10426,0,21550,0,6550,10426,0,1,0,0,0,0,0,0,48,110,0.4363636364,0,1,0,1,0
0,1013629528,1,12,2022,2021,12,2021,1,6,3,3,0,3,0,444800,0,30900,22641,6000,148266.6667,0,10300,7547,2000,3,0,0,0,0,0,0,101,154,0.4805683958,3,3,0,0,6
0,1013635443,1,12,2022,2021,12,2021,1,1,1,1,0,0,0,59535,0,4900,2227,2000,59535,0,4900,2227,2000,1,0,0,0,0,0,0,39,114,0.3421052632,0,1,0,1,0
0,1013648355,1,12,2022,2021,12,2021,1,1,1,1,0,0,0,58382,0,7500,5296,0,58382,0,7500,5296,0,0,1,0,0,0,0,1,81,102,0.7941176471,0,1,0,1,0
0,1013654575,1,12,2022,2021,12,2021,1,1,1,1,0,0,0,133240,0,7500,9446,2000,133240,0,7500,9446,2000,1,0,0,0,0,0,0,41,80,0.5125,0,1,0,1,0
0,1013662101,1,12,2022,2021,12,2021,1,1,1,1,0,0,0,48528,4900,4900,4238,0,48528,4900,4900,4238,0,0,1,0,0,0,0,1,37,60,0.6166666667,0,1,0,1,0
0,1013709880,1,12,2022,2021,12,2021,1,7,0,0,0,7,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,57,86,0.6622751747,5,2,0,0,7
0,1013745872,2,1,2022,2022,1,2022,1,1,1,1,0,0,0,70125,2650,5700,5972,2000,70125,2650,5700,5972,2000,0,1,0,0,0,0,1,38,60,0.6333333333,0,1,0,1,0
0,1013757677,2,1,2022,2022,1,2022,1,1,1,1,0,0,0,103200,0,7200,3034,3500,103200,0,7200,3034,3500,0,1,0,0,0,0,1,37,41,0.9024390244,0,1,0,1,0
0,1013781062,1,12,2022,2021,12,2021,1,3,0,0,0,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,54,NULL,2,1,0,0,3
0,1013787688,2,1,2022,2022,1,2022,1,1,1,1,0,0,0,216213,0,8500,13035,10000,216213,0,8500,13035,10000,0,1,0,0,0,0,1,80,110,0.7272727273,0,1,0,0,1
0,1013790438,1,12,2022,2021,12,2021,1,1,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,144,NULL,0,1,0,1,0
0,1013809518,2,1,2022,2022,1,2022,1,1,1,1,0,0,0,56703,0,7500,5319,2000,56703,0,7500,5319,2000,1,0,0,0,0,0,0,45,60,0.75,0,1,0,1,0
0,1013818425,2,1,2022,2022,1,2022,1,1,1,0,1,0,0,17150,0,11250,8409,2000,17150,0,11250,8409,2000,1,0,0,0,0,0,0,37,36,1.027777778,0,1,0,1,0
0,1013821109,2,1,2022,2022,1,2022,1,1,1,1,0,0,0,38800,0,7500,2584,2000,38800,0,7500,2584,2000,1,0,0,0,0,0,0,32,155,0.2064516129,0,1,1,0,0
0,1013854297,2,1,2022,2022,1,2022,1,1,1,1,0,0,0,25660,0,6500,9066,2000,25660,0,6500,9066,2000,1,0,0,0,0,0,0,14,40,0.35,0,1,0,0,1
0,1013858169,2,1,2022,2022,1,2022,1,2,0,0,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,70,NULL,0,2,0,0,2
0,1013876231,2,1,2022,2022,1,2022,1,2,0,0,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,73,NULL,0,2,0,2,0
0,1013885350,2,1,2022,2022,1,2022,1,2,0,0,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,97,NULL,0,2,0,2,0
0,1013895946,2,1,2022,2022,1,2022,1,1,1,1,0,0,0,31640,0,5700,3579,2000,31640,0,5700,3579,2000,1,0,0,0,0,0,0,44,61,0.7213114754,0,1,0,0,1
0,1013897216,2,1,2022,2022,1,2022,1,8,4,4,0,4,0,26800,18800,27600,21008,8000,6700,4700,6900,5252,2000,4,0,0,0,0,0,0,44,68,0.9777777778,6,2,0,4,0
0,1013903082,2,1,2022,2022,1,2022,1,1,1,1,0,0,0,26912.5,0,7850,5027,2000,26912.5,0,7850,5027,2000,1,0,0,0,0,0,0,32,44,0.7272727273,0,1,0,1,0
0,1013913251,2,1,2022,2022,1,2022,1,3,3,3,0,0,0,114480,0,20700,15291,6000,38160,0,6900,5097,2000,3,0,0,0,0,0,0,36,44,0.8181818182,2,1,0,3,0
0,1013926451,2,1,2022,2022,1,2022,1,2,0,0,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,24,97,0.2474226804,1,1,0,2,0
1,1013947821,2,1,2022,2022,1,2022,1,1,1,1,0,0,0,67283,18300,6900,4363,0,67283,18300,6900,4363,0,0,1,0,0,0,0,1,29,45,0.6444444444,0,1,0,0,1
0,1013949892,2,1,2022,2022,1,2022,1,1,1,1,0,0,0,130187,9000,8500,7186,2000,130187,9000,8500,7186,2000,0,1,0,0,0,0,1,619,710,0.8718309859,0,1,0,1,0
